annee,theme,indicateur,rubrique,region,unite,valeur
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Centre,%,2.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Centre,%,12.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Centre,%,4.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Centre,%,0.5
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Centre,%,80.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Centre,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Centre,%,0.7
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Centre,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Centre,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Centre,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Centre,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Cascades,%,2.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Cascades,%,24.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Cascades,%,6.7
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Cascades,%,1.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Cascades,%,65.4
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Cascades,%,0.4
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Cascades,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Cascades,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Cascades,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Cascades,%,0.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Cascades,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Centre-Sud,%,4.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Centre-Sud,%,30.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Centre-Sud,%,14.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Centre-Sud,%,2.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Centre-Sud,%,44.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Centre-Sud,%,0.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Centre-Sud,%,3.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Centre-Sud,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Centre-Sud,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Centre-Sud,%,0.5
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Centre-Sud,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Burkina Faso,%,20.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Burkina Faso,%,20.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Burkina Faso,%,15.9
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Burkina Faso,%,2.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Burkina Faso,%,39.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Burkina Faso,%,0.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Burkina Faso,%,0.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Burkina Faso,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Burkina Faso,%,0.7
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Burkina Faso,%,0.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Burkina Faso,%,100.0
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Boucle du Mouhoun,%,0.0
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Cascades,%,0.3
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Centre,%,0.6
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Centre-Est,%,0.2
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Centre-Nord,%,3.5
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Centre-Ouest,%,1.1
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Centre-Sud,%,1.8
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Est,%,0.1
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Hauts Bassins,%,1.1
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Nord,%,4.9
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Plateau-Central,%,3.4
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Sahel,%,3.9
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Sud-Ouest,%,0.0
2018,sante,Répartition ménages par Rég selon le mode d'énergie pour la cuisine,Autre combustible,Burkina Faso,%,1.4
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Boucle du Mouhoun,%,0.5
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Cascades,%,1.7
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Centre,%,21.6
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Centre-Est,%,1.3
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Centre-Nord,%,0.2
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Centre-Ouest,%,1.6
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Centre-Sud,%,1.6
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Est,%,0.3
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Hauts Bassins,%,1.5
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Nord,%,0.6
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Plateau-Central,%,2.5
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Sahel,%,0.1
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Sud-Ouest,%,0.1
2018,sante,Répartition des ménages selon le lieu d'aisance par région,"W,C avec chasse d'eau",Burkina Faso,%,4.6
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Boucle du Mouhoun,%,0.0
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Cascades,%,2.4
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Centre,%,0.0
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Centre-Est,%,0.2
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Centre-Nord,%,0.0
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Centre-Ouest,%,1.5
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Centre-Sud,%,0.4
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Est,%,2.1
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Hauts Bassins,%,0.3
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Nord,%,0.7
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Plateau-Central,%,0.2
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Sahel,%,0.4
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Sud-Ouest,%,1.2
2018,sante,Répartition des ménages selon le lieu d'aisance par région,Toilettes publiques,Burkina Faso,%,0.6
1994,alimentaire,Pourcentage des dépenses alimentaires dans l'ensemble des dépenses des ménages,,,%,45.8
1998,alimentaire,Pourcentage des dépenses alimentaires dans l'ensemble des dépenses des ménages,,,%,52.2
2003,alimentaire,Pourcentage des dépenses alimentaires dans l'ensemble des dépenses des ménages,,,%,48.8
2009,alimentaire,Pourcentage des dépenses alimentaires dans l'ensemble des dépenses des ménages,,,%,52.3
2018,alimentaire,Pourcentage des dépenses alimentaires dans l'ensemble des dépenses des ménages,,,%,47.9
2021,alimentaire,Pourcentage des dépenses alimentaires dans l'ensemble des dépenses des ménages,,,%,45.1
1994,economie,Seuil de pauvreté,,,milliers FCFA,41.1
1998,economie,Seuil de pauvreté,,,milliers FCFA,72.7
2003,economie,Seuil de pauvreté,,,milliers FCFA,82.7
2009,economie,Seuil de pauvreté,,,milliers FCFA,130.7
2014,economie,Seuil de pauvreté,,,milliers FCFA,153.5
2018,economie,Seuil de pauvreté,,,milliers FCFA,194.6
2021,economie,Seuil de pauvreté,,,milliers FCFA,247.8
1994,economie,Taux de pauvreté au seuil de pauvreté national,,,%,44.5
1998,economie,Taux de pauvreté au seuil de pauvreté national,,,%,45.3
2003,economie,Taux de pauvreté au seuil de pauvreté national,,,%,46.4
2009,economie,Taux de pauvreté au seuil de pauvreté national,,,%,46.7
2014,economie,Taux de pauvreté au seuil de pauvreté national,,,%,40.1
2018,economie,Taux de pauvreté au seuil de pauvreté national,,,%,41.4
2021,economie,Taux de pauvreté au seuil de pauvreté national,,,%,43.2
1994,economie,Profondeur de la pauvreté,,,,0.139
1998,economie,Profondeur de la pauvreté,,,,0.137
2003,economie,Profondeur de la pauvreté,,,,0.156
2009,economie,Profondeur de la pauvreté,,,,0.151
2014,economie,Profondeur de la pauvreté,,,,0.097
2018,economie,Profondeur de la pauvreté,,,,0.123
2021,economie,Profondeur de la pauvreté,,,,0.13
2006,sante,Pourcentage de la population ayant des toilettes saines,,,%,0.6
2010,sante,Pourcentage de la population ayant des toilettes saines,,,%,1.7
2021,sante,Pourcentage de la population ayant des toilettes saines,,,%,2.4
1991,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,1.5
1994,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,2.7
1996,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,1.9
1998,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,4.0
2003,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,2.9
2005,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,4.8
2006,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,4.4
2007,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,6.8
2010,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,5.3
2019,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,17.5
2021,sante,Population utilisant des combustibles modernes pour cuisiner,,,%,12.4
1991,sante,Pourcentage des ménages ayant des toilettes saines,,,%,0.5
1993,sante,Pourcentage des ménages ayant des toilettes saines,,,%,0.9
1994,sante,Pourcentage des ménages ayant des toilettes saines,,,%,1.4
1996,sante,Pourcentage des ménages ayant des toilettes saines,,,%,0.8
1998,sante,Pourcentage des ménages ayant des toilettes saines,,,%,1.3
1999,sante,Pourcentage des ménages ayant des toilettes saines,,,%,0.7
2003,sante,Pourcentage des ménages ayant des toilettes saines,,,%,2.1
2005,sante,Pourcentage des ménages ayant des toilettes saines,,,%,4.5
2006,sante,Pourcentage des ménages ayant des toilettes saines,,,%,2.4
2007,sante,Pourcentage des ménages ayant des toilettes saines,,,%,5.8
2010,sante,Pourcentage des ménages ayant des toilettes saines,,,%,1.9
2019,sante,Pourcentage des ménages ayant des toilettes saines,,,%,4.5
2021,sante,Pourcentage des ménages ayant des toilettes saines,,,%,3.6
1991,sante,Pourcentage des ménages ayant une évacuation saine des ordures,,,%,7.6
1994,sante,Pourcentage des ménages ayant une évacuation saine des ordures,,,%,9.9
1996,sante,Pourcentage des ménages ayant une évacuation saine des ordures,,,%,7.8
1998,sante,Pourcentage des ménages ayant une évacuation saine des ordures,,,%,5.3
2006,sante,Pourcentage des ménages ayant une évacuation saine des ordures,,,%,10.1
2007,sante,Pourcentage des ménages ayant une évacuation saine des ordures,,,%,9.1
2019,sante,Pourcentage des ménages ayant une évacuation saine des ordures,,,%,17.3
1991,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,4.9
1993,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,6.2
1994,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,6.3
1996,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,5.0
1998,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,8.1
1999,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,6.9
2003,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,11.4
2005,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,12.7
2006,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,11.6
2007,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,13.9
2009,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,14.0
2010,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,13.1
2014,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,19.3
2018,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,20.5
2019,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,17.6
2021,sante,Pourcentage des ménages dont le mode principal d'électrictité est l'électricité réseau,,,%,16.2
