"indicateur","region","infrastructures","Unit","Date","Value"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","0fficines et Dépôts  privés","Nombre","2017","23"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","0fficines et Dépôts  privés","Nombre","2018","44"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","0fficines et Dépôts  privés","Nombre","2020","44"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","0fficines et Dépôts  privés","Nombre","2021","54"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","0fficines et Dépôts  privés","Nombre","2022","49"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Infirmerie de garnison","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Infirmerie de garnison","Nombre","2020","5"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Infirmerie de garnison","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Infirmerie/SST","Nombre","2017","7"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Infirmerie/SST","Nombre","2020","7"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Infirmerie/SST","Nombre","2021","7"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Infirmerie/SST","Nombre","2022","9"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Infirmerie/SST","Nombre","2023","8"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Autres (CREN,…)","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Universitaire","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Universitaire","Nombre","2018","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Universitaire","Nombre","2019","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Universitaire","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Universitaire","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Universitaire","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Universitaire","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Régional","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Régional","Nombre","2018","1"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Régional","Nombre","2019","1"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Régional","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Régional","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Régional","Nombre","2022","1"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Hospitalier Régional","Nombre","2023","1"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical avec Antenne chirurgicale","Nombre","2017","3"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical avec Antenne chirurgicale","Nombre","2018","3"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical avec Antenne chirurgicale","Nombre","2019","3"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical avec Antenne chirurgicale","Nombre","2020","3"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical avec Antenne chirurgicale","Nombre","2021","3"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical avec Antenne chirurgicale","Nombre","2022","3"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical avec Antenne chirurgicale","Nombre","2023","3"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical","Nombre","2017","5"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical","Nombre","2018","5"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical","Nombre","2019","5"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical","Nombre","2020","5"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical","Nombre","2021","5"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical","Nombre","2022","6"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre Médical","Nombre","2023","6"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre de Santé et de Promotion Sociale","Nombre","2017","98"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre de Santé et de Promotion Sociale","Nombre","2018","105"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre de Santé et de Promotion Sociale","Nombre","2019","109"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre de Santé et de Promotion Sociale","Nombre","2020","116"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre de Santé et de Promotion Sociale","Nombre","2021","119"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre de Santé et de Promotion Sociale","Nombre","2022","118"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Centre de Santé et de Promotion Sociale","Nombre","2023","118"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Dispensaire","Nombre","2017","2"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Dispensaire","Nombre","2018","2"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Dispensaire","Nombre","2019","2"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Dispensaire","Nombre","2020","2"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Dispensaire","Nombre","2021","2"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Dispensaire","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Dispensaire","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Maternités isolées","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Maternités isolées","Nombre","2018","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Maternités isolées","Nombre","2019","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Maternités isolées","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Maternités isolées","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Maternités isolées","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Maternités isolées","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Formation Sanitaire Privée","Nombre","2017","8"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Formation Sanitaire Privée","Nombre","2020","9"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Formation Sanitaire Privée","Nombre","2021","11"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Formation Sanitaire Privée","Nombre","2022","11"
"Infrastructures sanitaires par région à partir de 2017","Sahel","0fficines et Dépôts  privés","Nombre","2017","34"
"Infrastructures sanitaires par région à partir de 2017","Sahel","0fficines et Dépôts  privés","Nombre","2018","37"
"Infrastructures sanitaires par région à partir de 2017","Sahel","0fficines et Dépôts  privés","Nombre","2020","25"
"Infrastructures sanitaires par région à partir de 2017","Sahel","0fficines et Dépôts  privés","Nombre","2021","15"
"Infrastructures sanitaires par région à partir de 2017","Sahel","0fficines et Dépôts  privés","Nombre","2022","32"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Infirmerie de garnison","Nombre","2017","3"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Infirmerie de garnison","Nombre","2020","71"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Infirmerie de garnison","Nombre","2021","3"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Infirmerie/SST","Nombre","2017","3"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Infirmerie/SST","Nombre","2020","4"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Infirmerie/SST","Nombre","2021","4"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Infirmerie/SST","Nombre","2022","9"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Infirmerie/SST","Nombre","2023","9"
"Infrastructures sanitaires par région à partir de 2017","Sahel","Autres (CREN,…)","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Universitaire","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Universitaire","Nombre","2018","0"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Universitaire","Nombre","2019","0"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Universitaire","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Universitaire","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Universitaire","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Universitaire","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Régional","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Régional","Nombre","2018","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Régional","Nombre","2019","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Régional","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Régional","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Régional","Nombre","2022","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Hospitalier Régional","Nombre","2023","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical avec Antenne chirurgicale","Nombre","2017","3"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical avec Antenne chirurgicale","Nombre","2018","3"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical avec Antenne chirurgicale","Nombre","2019","3"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical avec Antenne chirurgicale","Nombre","2020","3"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical avec Antenne chirurgicale","Nombre","2021","3"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical avec Antenne chirurgicale","Nombre","2022","3"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical avec Antenne chirurgicale","Nombre","2023","3"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical","Nombre","2017","3"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical","Nombre","2018","5"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical","Nombre","2019","3"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical","Nombre","2020","3"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical","Nombre","2021","4"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical","Nombre","2022","5"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre Médical","Nombre","2023","5"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre de Santé et de Promotion Sociale","Nombre","2017","107"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre de Santé et de Promotion Sociale","Nombre","2018","110"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre de Santé et de Promotion Sociale","Nombre","2019","111"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre de Santé et de Promotion Sociale","Nombre","2020","111"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre de Santé et de Promotion Sociale","Nombre","2021","118"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre de Santé et de Promotion Sociale","Nombre","2022","127"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Centre de Santé et de Promotion Sociale","Nombre","2023","128"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Dispensaire","Nombre","2017","13"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Dispensaire","Nombre","2018","14"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Dispensaire","Nombre","2019","13"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Dispensaire","Nombre","2020","13"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Dispensaire","Nombre","2021","13"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Dispensaire","Nombre","2022","8"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Dispensaire","Nombre","2023","8"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Maternités isolées","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Maternités isolées","Nombre","2018","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Maternités isolées","Nombre","2019","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Maternités isolées","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Maternités isolées","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Maternités isolées","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Maternités isolées","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Formation Sanitaire Privée","Nombre","2017","8"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Formation Sanitaire Privée","Nombre","2020","12"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Formation Sanitaire Privée","Nombre","2021","13"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Formation Sanitaire Privée","Nombre","2022","16"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","0fficines et Dépôts  privés","Nombre","2017","24"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","0fficines et Dépôts  privés","Nombre","2018","25"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","0fficines et Dépôts  privés","Nombre","2020","29"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","0fficines et Dépôts  privés","Nombre","2021","32"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","0fficines et Dépôts  privés","Nombre","2022","38"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Infirmerie de garnison","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Infirmerie de garnison","Nombre","2020","9"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Infirmerie de garnison","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Infirmerie/SST","Nombre","2017","8"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Infirmerie/SST","Nombre","2020","11"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Infirmerie/SST","Nombre","2021","11"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Infirmerie/SST","Nombre","2022","15"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Infirmerie/SST","Nombre","2023","16"
"Infrastructures sanitaires par région à partir de 2017","Sud-Ouest","Autres (CREN,…)","Nombre","2017","0"
