"indicateur","commune","rubrique","Unit","Date","Value"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Ensemble","Nombre","2022","6"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Public","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Public","Nombre","2019","1"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Public","Nombre","2020","1"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Public","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Public","Nombre","2022","3"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Privé","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Privé","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Privé","Nombre","2020","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Privé","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Kiembara","Privé","Nombre","2022","3"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Ensemble","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Ensemble","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Ensemble","Nombre","2020","4"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Ensemble","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Ensemble","Nombre","2022","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Public","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Public","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Public","Nombre","2020","3"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Public","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Public","Nombre","2022","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Privé","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Privé","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Privé","Nombre","2020","1"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Privé","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lanfiera","Privé","Nombre","2022","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Ensemble","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Ensemble","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Ensemble","Nombre","2020","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Ensemble","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Ensemble","Nombre","2022","4"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Public","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Public","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Public","Nombre","2020","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Public","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Public","Nombre","2022","4"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Privé","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Privé","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Privé","Nombre","2020","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Privé","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Lankoue","Privé","Nombre","2022","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Ensemble","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Ensemble","Nombre","2019","5"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Ensemble","Nombre","2020","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Ensemble","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Ensemble","Nombre","2022","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Public","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Public","Nombre","2019","5"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Public","Nombre","2020","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Public","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Public","Nombre","2022","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Privé","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Privé","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Privé","Nombre","2020","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Privé","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Toeni","Privé","Nombre","2022","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Ensemble","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Ensemble","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Ensemble","Nombre","2020","2"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Ensemble","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Ensemble","Nombre","2022","5"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Public","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Public","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Public","Nombre","2020","1"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Public","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Public","Nombre","2022","4"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Privé","Nombre","2018","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Privé","Nombre","2019","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Privé","Nombre","2020","1"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Privé","Nombre","2021","0"
"Nombre d'établissements  d'enseignement général, technique et professionnel fermés pour insécurité","Tougan","Privé","Nombre","2022","1"
